case_id,metric_version,text_top,text_bottom,character_count,max_kanji_stroke_count,dense_kanji_count,unknown_kanji_count,main_color,font_family,font_weight,width_percent,letter_spacing,line_spacing,line_size_balance,width_fit_enabled,stroke_mode,inner_enabled,inner_color,inner_width,outer_enabled,outer_color,outer_width,total_score,total_band,displayed_apca_lc,contrast_band,contrast_fit_score,scalability_score,scalability_band,local_text_lc,background_separation_lc,fill_on_light_lc,fill_on_dark_lc,needs_local_contrast_support,current_inner_stroke_works,recommend_inner_stroke,unnecessary_inner_stroke_risk,inner_effective,outer_effective,color_family,oklch_lightness,oklch_chroma,oklch_hue,penalty_empty_text,penalty_character_count,penalty_font_weight,penalty_kanji_complexity,penalty_unknown_kanji,penalty_inner_stroke,penalty_outer_stroke,penalty_unnecessary_inner_stroke,penalty_width_transform,penalty_dense_width_interaction,penalty_letter_spacing,penalty_line_spacing,penalty_line_balance,penalty_aspect_ratio,penalty_total,dominant_penalties,core_aspect_ratio,full_aspect_ratio,effective_top_width_scale,effective_bottom_width_scale,width_transform_risk,letter_spacing_risk,line_spacing_risk,line_balance_risk,aspect_ratio_risk,feedback_tip_ja
case-0609,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",300,85,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,60,improve,106,good,100,40,critical,106,106,42,59,true,true,false,false,true,true,orange,0.772,0.171,64,0,16,14,20,0,0,0,0,3,7,0,0,0,0,60,kanjiComplexity|characterCount|fontWeight,0.83,0.85,0.85,0.85,0.33,0,0,0,0,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0610,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",300,85,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,50,improve,106,good,100,19,critical,106,106,42,59,true,true,false,false,true,true,orange,0.772,0.171,64,0,16,14,20,0,14,7,0,3,7,0,0,0,0,81,kanjiComplexity|characterCount|fontWeight,0.83,0.87,0.85,0.85,0.33,0,0,0,0,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0611,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",300,100,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,28,improve,34,critical,46,50,critical,34,34,42,59,true,false,true,false,false,false,orange,0.772,0.171,64,0,16,14,20,0,0,0,0,0,0,0,0,0,0,50,kanjiComplexity|characterCount|fontWeight,0.98,0.98,1,1,0,0,0,0,0,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0612,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",300,100,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,51,improve,61,acceptable,72,50,critical,61,61,42,59,true,true,false,false,true,false,orange,0.772,0.171,64,0,16,14,20,0,0,0,0,0,0,0,0,0,0,50,kanjiComplexity|characterCount|fontWeight,0.98,0.98,1,1,0,0,0,0,0,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0613,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",300,100,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,31,improve,42,critical,51,50,critical,42,42,42,59,true,false,true,false,false,true,orange,0.772,0.171,64,0,16,14,20,0,0,0,0,0,0,0,0,0,0,50,kanjiComplexity|characterCount|fontWeight,0.98,0.98,1,1,0,0,0,0,0,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0614,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",300,100,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,65,improve,106,good,100,50,critical,106,106,42,59,true,true,false,false,true,true,orange,0.772,0.171,64,0,16,14,20,0,0,0,0,0,0,0,0,0,0,50,kanjiComplexity|characterCount|fontWeight,0.98,0.98,1,1,0,0,0,0,0,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0615,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",300,100,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,55,improve,106,good,100,29,critical,106,106,42,59,true,true,false,false,true,true,orange,0.772,0.171,64,0,16,14,20,0,14,7,0,0,0,0,0,0,0,71,kanjiComplexity|characterCount|fontWeight,0.98,0.98,1,1,0,0,0,0,0,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0616,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",300,120,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,25,improve,34,critical,46,43,critical,34,34,42,59,true,false,true,false,false,false,orange,0.772,0.171,64,0,16,14,20,0,0,0,0,7,0,0,0,0,0,57,kanjiComplexity|characterCount|fontWeight,1.17,1.17,1.2,1.2,0.44,0,0,0,0,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0617,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",300,120,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,48,improve,61,acceptable,72,43,critical,61,61,42,59,true,true,false,false,true,false,orange,0.772,0.171,64,0,16,14,20,0,0,0,0,7,0,0,0,0,0,57,kanjiComplexity|characterCount|fontWeight,1.17,1.16,1.2,1.2,0.44,0,0,0,0,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0618,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",300,120,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,27,improve,42,critical,51,43,critical,42,42,42,59,true,false,true,false,false,true,orange,0.772,0.171,64,0,16,14,20,0,0,0,0,7,0,0,0,0,0,57,kanjiComplexity|characterCount|fontWeight,1.17,1.16,1.2,1.2,0.44,0,0,0,0,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0619,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",300,120,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,62,improve,106,good,100,43,critical,106,106,42,59,true,true,false,false,true,true,orange,0.772,0.171,64,0,16,14,20,0,0,0,0,7,0,0,0,0,0,57,kanjiComplexity|characterCount|fontWeight,1.17,1.15,1.2,1.2,0.44,0,0,0,0,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0620,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",300,120,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,51,improve,106,good,100,22,critical,106,106,42,59,true,true,false,false,true,true,orange,0.772,0.171,64,0,16,14,20,0,14,7,0,7,0,0,0,0,0,78,kanjiComplexity|characterCount|fontWeight,1.17,1.13,1.2,1.2,0.44,0,0,0,0,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0621,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",300,140,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,23,improve,34,critical,46,39,critical,34,34,42,59,true,false,true,false,false,false,orange,0.772,0.171,64,0,16,14,20,0,0,0,0,11,0,0,0,0,0.4,61.4,kanjiComplexity|characterCount|fontWeight,1.37,1.37,1.4,1.4,0.89,0,0,0,0.07,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0622,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",300,140,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,46,improve,61,acceptable,72,39,critical,61,61,42,59,true,true,false,false,true,false,orange,0.772,0.171,64,0,16,14,20,0,0,0,0,11,0,0,0,0,0.4,61.4,kanjiComplexity|characterCount|fontWeight,1.37,1.35,1.4,1.4,0.89,0,0,0,0.06,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0623,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",300,140,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,25,improve,42,critical,51,39,critical,42,42,42,59,true,false,true,false,false,true,orange,0.772,0.171,64,0,16,14,20,0,0,0,0,11,0,0,0,0,0.3,61.3,kanjiComplexity|characterCount|fontWeight,1.37,1.34,1.4,1.4,0.89,0,0,0,0.05,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0624,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",300,140,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,60,improve,106,good,100,39,critical,106,106,42,59,true,true,false,false,true,true,orange,0.772,0.171,64,0,16,14,20,0,0,0,0,11,0,0,0,0,0.2,61.2,kanjiComplexity|characterCount|fontWeight,1.37,1.32,1.4,1.4,0.89,0,0,0,0.04,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0625,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",300,140,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,49,improve,106,good,100,18,critical,106,106,42,59,true,true,false,false,true,true,orange,0.772,0.171,64,0,16,14,20,0,14,7,0,11,0,0,0,0,0.1,82.1,kanjiComplexity|characterCount|fontWeight,1.37,1.27,1.4,1.4,0.89,0,0,0,0.01,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0626,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,60,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,25,improve,34,critical,46,43,critical,34,34,42,59,true,false,true,false,false,false,orange,0.772,0.171,64,0,16,0,20,0,0,0,0,11,7,0,0,0,2.6,56.6,kanjiComplexity|characterCount|widthTransform,0.59,0.59,0.6,0.6,0.89,0,0,0,0.43,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0627,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,60,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,48,improve,61,acceptable,72,44,critical,61,61,42,59,true,true,false,false,true,false,orange,0.772,0.171,64,0,16,0,20,0,0,0,0,11,7,0,0,0,2.4,56.4,kanjiComplexity|characterCount|widthTransform,0.59,0.6,0.6,0.6,0.89,0,0,0,0.4,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0628,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,60,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,28,improve,42,critical,51,44,critical,42,42,42,59,true,false,true,false,false,true,orange,0.772,0.171,64,0,16,0,20,0,0,0,0,11,7,0,0,0,2.2,56.2,kanjiComplexity|characterCount|widthTransform,0.59,0.62,0.6,0.6,0.89,0,0,0,0.36,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0629,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,60,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,62,improve,106,good,100,44,critical,106,106,42,59,true,true,false,false,true,true,orange,0.772,0.171,64,0,16,0,20,0,0,0,0,11,7,0,0,0,2,56,kanjiComplexity|characterCount|widthTransform,0.59,0.63,0.6,0.6,0.89,0,0,0,0.34,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0630,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,60,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,52,improve,106,good,100,24,critical,106,106,42,59,true,true,false,false,true,true,orange,0.772,0.171,64,0,16,0,20,0,14,7,0,11,7,0,0,0,1.3,76.3,kanjiComplexity|characterCount|innerStroke,0.59,0.69,0.6,0.6,0.89,0,0,0,0.22,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0631,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,85,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,30,improve,34,critical,46,54,critical,34,34,42,59,true,false,true,false,false,false,orange,0.772,0.171,64,0,16,0,20,0,0,0,0,3,7,0,0,0,0,46,kanjiComplexity|characterCount|denseWidthInteraction,0.83,0.83,0.85,0.85,0.33,0,0,0,0,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0632,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,85,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,53,improve,61,acceptable,72,54,critical,61,61,42,59,true,true,false,false,true,false,orange,0.772,0.171,64,0,16,0,20,0,0,0,0,3,7,0,0,0,0,46,kanjiComplexity|characterCount|denseWidthInteraction,0.83,0.84,0.85,0.85,0.33,0,0,0,0,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0633,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,85,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,33,improve,42,critical,51,54,critical,42,42,42,59,true,false,true,false,false,true,orange,0.772,0.171,64,0,16,0,20,0,0,0,0,3,7,0,0,0,0,46,kanjiComplexity|characterCount|denseWidthInteraction,0.83,0.84,0.85,0.85,0.33,0,0,0,0,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0634,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,85,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,67,improve,106,good,100,54,critical,106,106,42,59,true,true,false,false,true,true,orange,0.772,0.171,64,0,16,0,20,0,0,0,0,3,7,0,0,0,0,46,kanjiComplexity|characterCount|denseWidthInteraction,0.83,0.85,0.85,0.85,0.33,0,0,0,0,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0635,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,85,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,57,improve,106,good,100,33,critical,106,106,42,59,true,true,false,false,true,true,orange,0.772,0.171,64,0,16,0,20,0,14,7,0,3,7,0,0,0,0,67,kanjiComplexity|characterCount|innerStroke,0.83,0.87,0.85,0.85,0.33,0,0,0,0,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0636,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,100,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,45,improve,34,critical,46,64,critical,34,34,42,59,true,false,true,false,false,false,orange,0.772,0.171,64,0,16,0,20,0,0,0,0,0,0,0,0,0,0,36,kanjiComplexity|characterCount,0.98,0.98,1,1,0,0,0,0,0,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0637,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,100,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,68,improve,61,acceptable,72,64,critical,61,61,42,59,true,true,false,false,true,false,orange,0.772,0.171,64,0,16,0,20,0,0,0,0,0,0,0,0,0,0,36,kanjiComplexity|characterCount,0.98,0.98,1,1,0,0,0,0,0,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0638,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,100,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,48,improve,42,critical,51,64,critical,42,42,42,59,true,false,true,false,false,true,orange,0.772,0.171,64,0,16,0,20,0,0,0,0,0,0,0,0,0,0,36,kanjiComplexity|characterCount,0.98,0.98,1,1,0,0,0,0,0,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0639,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,100,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,69,improve,106,good,100,64,critical,106,106,42,59,true,true,false,false,true,true,orange,0.772,0.171,64,0,16,0,20,0,0,0,0,0,0,0,0,0,0,36,kanjiComplexity|characterCount,0.98,0.98,1,1,0,0,0,0,0,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0640,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,100,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,62,improve,106,good,100,43,critical,106,106,42,59,true,true,false,false,true,true,orange,0.772,0.171,64,0,16,0,20,0,14,7,0,0,0,0,0,0,0,57,kanjiComplexity|characterCount|innerStroke,0.98,0.98,1,1,0,0,0,0,0,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0641,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,120,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,32,improve,34,critical,46,57,critical,34,34,42,59,true,false,true,false,false,false,orange,0.772,0.171,64,0,16,0,20,0,0,0,0,7,0,0,0,0,0,43,kanjiComplexity|characterCount|widthTransform,1.17,1.17,1.2,1.2,0.44,0,0,0,0,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0642,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,120,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,55,improve,61,acceptable,72,57,critical,61,61,42,59,true,true,false,false,true,false,orange,0.772,0.171,64,0,16,0,20,0,0,0,0,7,0,0,0,0,0,43,kanjiComplexity|characterCount|widthTransform,1.17,1.16,1.2,1.2,0.44,0,0,0,0,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0643,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,120,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,34,improve,42,critical,51,57,critical,42,42,42,59,true,false,true,false,false,true,orange,0.772,0.171,64,0,16,0,20,0,0,0,0,7,0,0,0,0,0,43,kanjiComplexity|characterCount|widthTransform,1.17,1.16,1.2,1.2,0.44,0,0,0,0,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0644,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,120,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,69,improve,106,good,100,57,critical,106,106,42,59,true,true,false,false,true,true,orange,0.772,0.171,64,0,16,0,20,0,0,0,0,7,0,0,0,0,0,43,kanjiComplexity|characterCount|widthTransform,1.17,1.15,1.2,1.2,0.44,0,0,0,0,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0645,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,120,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,58,improve,106,good,100,36,critical,106,106,42,59,true,true,false,false,true,true,orange,0.772,0.171,64,0,16,0,20,0,14,7,0,7,0,0,0,0,0,64,kanjiComplexity|characterCount|innerStroke,1.17,1.13,1.2,1.2,0.44,0,0,0,0,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0646,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,140,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,30,improve,34,critical,46,53,critical,34,34,42,59,true,false,true,false,false,false,orange,0.772,0.171,64,0,16,0,20,0,0,0,0,11,0,0,0,0,0.4,47.4,kanjiComplexity|characterCount|widthTransform,1.37,1.37,1.4,1.4,0.89,0,0,0,0.07,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0647,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,140,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,53,improve,61,acceptable,72,53,critical,61,61,42,59,true,true,false,false,true,false,orange,0.772,0.171,64,0,16,0,20,0,0,0,0,11,0,0,0,0,0.4,47.4,kanjiComplexity|characterCount|widthTransform,1.37,1.35,1.4,1.4,0.89,0,0,0,0.06,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0648,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,140,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,32,improve,42,critical,51,53,critical,42,42,42,59,true,false,true,false,false,true,orange,0.772,0.171,64,0,16,0,20,0,0,0,0,11,0,0,0,0,0.3,47.3,kanjiComplexity|characterCount|widthTransform,1.37,1.34,1.4,1.4,0.89,0,0,0,0.05,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0649,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,140,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,67,improve,106,good,100,53,critical,106,106,42,59,true,true,false,false,true,true,orange,0.772,0.171,64,0,16,0,20,0,0,0,0,11,0,0,0,0,0.2,47.2,kanjiComplexity|characterCount|widthTransform,1.37,1.32,1.4,1.4,0.89,0,0,0,0.04,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0650,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",700,140,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,56,improve,106,good,100,32,critical,106,106,42,59,true,true,false,false,true,true,orange,0.772,0.171,64,0,16,0,20,0,14,7,0,11,0,0,0,0,0.1,68.1,kanjiComplexity|characterCount|innerStroke,1.37,1.27,1.4,1.4,0.89,0,0,0,0.01,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0651,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",900,60,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,21,improve,34,critical,46,35,critical,34,34,42,59,true,false,true,false,false,false,orange,0.772,0.171,64,0,16,8,20,0,0,0,0,11,7,0,0,0,2.6,64.6,kanjiComplexity|characterCount|widthTransform,0.59,0.59,0.6,0.6,0.89,0,0,0,0.43,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0652,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",900,60,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,44,improve,61,acceptable,72,36,critical,61,61,42,59,true,true,false,false,true,false,orange,0.772,0.171,64,0,16,8,20,0,0,0,0,11,7,0,0,0,2.4,64.4,kanjiComplexity|characterCount|widthTransform,0.59,0.6,0.6,0.6,0.89,0,0,0,0.4,画数の多い漢字に太いウェイトが重なり、小サイズで詰まりやすいです。太さか内側線を少し弱めると安定します。
case-0653,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",900,60,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,24,improve,42,critical,51,36,critical,42,42,42,59,true,false,true,false,false,true,orange,0.772,0.171,64,0,16,8,20,0,0,0,0,11,7,0,0,0,2.2,64.2,kanjiComplexity|characterCount|widthTransform,0.59,0.62,0.6,0.6,0.89,0,0,0,0.36,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0654,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FF9914,"'LINE Seed JP', sans-serif",900,60,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,58,improve,106,good,100,36,critical,106,106,42,59,true,true,false,false,true,true,orange,0.772,0.171,64,0,16,8,20,0,0,0,0,11,7,0,0,0,2,64,kanjiComplexity|characterCount|widthTransform,0.59,0.63,0.6,0.6,0.89,0,0,0,0.34,画数の多い漢字に太いウェイトが重なり、小サイズで詰まりやすいです。太さか内側線を少し弱めると安定します。
